gid	page	nr	pagenr	jaar	txt1	txt2	crd_bessel	crd_wgs84	ast	excl	crss	latlon_bessel	latlon_wgs84
107156	96	2381	96-2381	1922	Nieuw-Stadskanaal I	G. K. Stang	0101000020806C04000AD7A370EFB00F41AE47E1FAA0012141	0101000020407100000AD7A370EFB00F41AE47E1FAA0012141	 	 	 	0101000020D4100000757A0486A5C81B40ECBA7185237F4A40	0101000020E61000005D2338F9F6C71B40D85A8CE6FF7E4A40
107157	96	2382	96-2382	1922	Nieuw-Stadskanaal II	H. K. Stang onder bol	0101000020806C04000000000034DA0F41E17A142E2BF62041	0101000020407100000000000034DA0F41E17A142E2BF62041	 	 	 	0101000020D41000003AEB470B4BDC1B40F53CA8356B7D4A40	0101000020E6100000331AF3BE9BDB1B40E6E515A4477D4A40
107158	96	494	96-494	1910	Nieuwveen I	R. C. K. Stang boven knop	0101000020806C040000000000985AFB40A4703D0AEE921C41	01010000204071000000000000985AFB40A4703D0AEE921C41	*	 	 	0101000020D410000036952DCD6509134001C824CEB4194A40	0101000020E6100000535F2CFD0B091340656A974994194A40
107159	96	2383	96-2383	1917	Nieuwveen II	H. K. Stang boven knop	0101000020806C0400D7A3703D3654FB40713D0AD77E8C1C41	010100002040710000D7A3703D3654FB40713D0AD77E8C1C41	*	 	 	0101000020D4100000D20261F1EB071340BD1151413B194A40	0101000020E6100000B7612C2E92071340A82670C01A194A40
107160	97	2384	97-2384	1907	Nieuwvliet	H. K. Stang onder kruis	0101000020806C04009A999999392ED5405C8FC2F5430C1741	0101000020407100009A999999392ED5405C8FC2F5430C1741	 	 	 	0101000020D410000040781A8E16C80B4097AEFCA1BAAF4940	0101000020E610000063C2F4EAC1C70B405DB4056B9DAF4940
107161	97	495	97-495	1908	Nieuw-Vossemeer I	R. C. K. Stang boven knop	0101000020806C0400C3F5285C2F0AF240D7A3703D28711841	010100002040710000C3F5285C2F0AF240D7A3703D28711841	*	 	 	0101000020D41000000208E2654CDE10405577CD8D46CB4940	0101000020E61000003B98844D06DE10402D54D16E28CB4940
107162	97	2385	97-2385	1910	Nieuw-Vossemeer II	H. K. Stang	0101000020806C0400CDCCCCCC9C10F2405C8FC2F59E701841	010100002040710000CDCCCCCC9C10F2405C8FC2F59E701841	 	 	 	0101000020D4100000EDBD6378D3DF1040BACAB2EE3CCB4940	0101000020E6100000DB2758518DDF1040734EF7CF1ECB4940
107163	97	2386	97-2386	1922	Nieuw-Weerdinge I	Nieuwe H. K. Stang	0101000020806C0400295C8FC2D60710410AD7A3700B8C2041	010100002040710000295C8FC2D60710410AD7A3700B8C2041	 	 	 	0101000020D4100000B864DC5ACAF11B4012BD15EEC06D4A40	0101000020E61000008EABCB491AF11B403EE113D59D6D4A40
107164	97	2387	97-2387	1922	Nieuw-Weerdinge II	G. K. Stang	0101000020806C04003333333398021041D7A3703D4E8A2041	0101000020407100003333333398021041D7A3703D4E8A2041	 	 	 	0101000020D4100000CBF05B2D9DEC1B402F850A94816D4A40	0101000020E610000060D8394FEDEB1B404BD1E87C5E6D4A40
107165	97	2388	97-2388	1922	Nieuw-Weerdinge III	Ned. Protestantenbond. Stang onder bol	0101000020806C04000AD7A370F8121041C3F528DC95902041	0101000020407100000AD7A370F8121041C3F528DC95902041	 	 	 	0101000020D4100000C0D75CF5D0FC1B4078C38962676E4A40	0101000020E6100000ECB4AE7720FC1B407D189744446E4A40
107166	97	2389	97-2389	1922	Nieuw-Weerdinge IV	Oude H. K. Stang	0101000020806C040014AE47E12A0D104185EB51B8EE8D2041	01010000204071000014AE47E12A0D104185EB51B8EE8D2041	 	 	 	0101000020D410000040571D450EF71B40694550D8056E4A40	0101000020E6100000F3F038005EF61B407EAC43BDE26D4A40
107167	97	2390	97-2390	1920	Niezijl	H. K. Stang	0101000020806C04008FC2F5288AB10A41B81E85EB4FEA2141	0101000020407100008FC2F5288AB10A41B81E85EB4FEA2141	 	 	 	0101000020D41000007EFDAAF24A5E1940BDFB7CA636A24A40	0101000020E6100000189B862BB45D194022A1B3F811A24A40
107168	97	2391	97-2391	1900	Niftrik	R. C. K. Stang boven knop	0101000020806C0400F6285C8FF8490541666666666AD21941	010100002040710000F6285C8FF8490541666666666AD21941	 	 	 	0101000020D410000013A1B275F1AC16408576E047FFE54940	0101000020E61000008ADD2A3E74AC16407ECC0C44E0E54940
107169	97	2392	97-2392	1913	Nigtevecht	H. K. Stang boven knop	0101000020806C0400C3F5285CC7DEFF400AD7A370CE0F1D41	010100002040710000C3F5285CC7DEFF400AD7A370CE0F1D41	*	 	 	0101000020D4100000A3704DAAEC1D14408FF23EDC0B234A40	0101000020E610000013190586881D14406F4B600BEB224A40
107170	97	496	97-496	1907	Nispen	R. C. K. Stang boven knop	0101000020806C0400E17A14AE7B25F640D7A3703D5DB71741	010100002040710000E17A14AE7B25F640D7A3703D5DB71741	*	 	 	0101000020D4100000FD11A07713D9114017FF2399DFBD4940	0101000020E6100000C8E3DCDEC3D81140A8E266DBC1BD4940
107171	97	2393	97-2393	1909	Nisse	H. K. Stang boven bol	0101000020806C040033333333FB8EE740A4703D0A09931741	01010000204071000033333333FB8EE740A4703D0A09931741	 	 	 	0101000020D41000008C6A6FDFC3CF0E406B77759B5FBA4940	0101000020E61000001D5BF5EB52CF0E405A97970742BA4940
107172	97	2394	97-2394	1904	Niste1rode	R. C. K. Stang boven knop	0101000020806C0400C3F5285C85640441B81E85EBF22B1941	010100002040710000C3F5285C85640441B81E85EBF22B1941	 	 	 	0101000020D4100000B8D9EAF68E3F1640D704D7C9C3D94940	0101000020E61000007DC6DAC1153F164035E2E224A5D94940
107173	97	2395	97-2395	1904	Noorbeek	R. C. K. Stang boven knop	0101000020806C040014AE47E1888D0641C3F5285C57D91241	01010000204071000014AE47E1888D0641C3F5285C57D91241	 	 	 	0101000020D4100000E7FAB50DDB3C174084BBA15A7B624940	0101000020E61000003C7E7EDC573C174050E4F34560624940
107174	97	2396	97-2396	1921	Noordbroek	H. K. Stang onder windvaan	0101000020806C0400CDCCCCCC50090F41CDCCCC4C9CB72141	010100002040710000CDCCCCCC50090F41CDCCCC4C9CB72141	 	 	 	0101000020D41000005A9424912D7E1B40263D567F0E9A4A40	0101000020E61000007F867ECC817D1B4003ED0F11EA994A40
107175	97	2397	97-2397	1921	Noorddijk	H. K. Stang	0101000020806C0400E17A14AE77070D41EC51B89E7DD92141	010100002040710000E17A14AE77070D41EC51B89E7DD92141	 	 	 	0101000020D41000001C185C425B831A4084FA1ED9669F4A40	0101000020E6100000D2604529B9821A40EA420041429F4A40
107176	97	2398	97-2398	1917	Noordeloos	H. K. Stang boven knop	0101000020806C040085EB51B88A59FE405C8FC2F535901A41	01010000204071000085EB51B88A59FE405C8FC2F535901A41	*	 	 	0101000020D4100000DA2F458A40C41340B689C3A1E8F34940	0101000020E6100000DB354E49DFC31340F0BB4C3CC9F34940
107177	97	2399	97-2399	1917	Noorden I	R. C. K. Stang boven knop	0101000020806C0400CDCCCCCCFC73FC405C8FC2F506541C41	010100002040710000CDCCCCCCFC73FC405C8FC2F506541C41	*	 	 	0101000020D410000080B14E144F4D1340796377F31D154A40	0101000020E610000084C5A5A7F24C134055E9F890FD144A40
107178	97	2400	97-2400	1917	Noorden 11	H. K. Stang boven knop	0101000020806C04009A9999990DAAFC40333333331B5C1C41	0101000020407100009A9999990DAAFC40333333331B5C1C41	*	 	 	0101000020D4100000D308E1BF325A134079399432B8154A40	0101000020E6100000DAB7B1D8D55913405C5D3CCB97154A40
107179	97	2401	97-2401	1910	Noordgouwe	H. K. Stang	0101000020806C04008FC2F5282CC7EA40B81E85EBDE2F1941	0101000020407100008FC2F5282CC7EA40B81E85EBDE2F1941	 	 	 	0101000020D41000008FCE58A389820F406378794CECD84940	0101000020E61000003508D81813820F40D32DDECBCDD84940
107180	97	2402	97-2402	1920	Noordhorn I	H. K. Stang boven bol	0101000020806C04008FC2F528AE220B413333333337E62141	0101000020407100008FC2F528AE220B413333333337E62141	 	 	 	0101000020D41000002AA667A3BE951940F42A3DBB8DA14A40	0101000020E610000083DFABB7259519409DEC771269A14A40
107181	97	2403	97-2403	1920	Noordhorn II	G. K. Stang	0101000020806C04001F85EB512E2D0B41713D0AD7E8E02141	0101000020407100001F85EB512E2D0B41713D0AD7E8E02141	 	 	 	0101000020D41000005D0AA01CC19A1940E782D95EC4A04A40	0101000020E61000003AE43CFF279A19405E9C20BC9FA04A40
107182	97	2404	97-2404	1921	Noordlaren	H. K. Stang	0101000020806C04003D0AD7A34C640D417B14AEC7E46E2141	0101000020407100003D0AD7A34C640D417B14AEC7E46E2141	 	 	 	0101000020D41000002B8891AA32AD1A40399D0761A68F4A40	0101000020E61000001E847CF98EAC1A4013AD2A42828F4A40
107183	97	497	97-497	1912	Noordpolder	Steen R. D	0101000020806C040048E17A1496F00B4114AE47E180702241	01010000204071000048E17A1496F00B4114AE47E180702241	*	 	 	0101000020D41000007266C91F0CFF1940204CD4A0CCB54A40	0101000020E610000076669E216FFE1940C9B93B5CA7B54A40
107184	97	498	97-498	1911	Noord-Scharwoude I	R. C. K. Stang boven bovenste krul	0101000020806C040014AE47E15653FC4066666666F9F41F41	01010000204071000014AE47E15653FC4066666666F9F41F41	*	 	 	0101000020D41000007346F955673E134097BE8CE782594A40	0101000020E6100000D5DCAC440C3E1340F4B8B87760594A40
107185	97	2405	97-2405	1912	Noord-Scharwoude II	H. K. Stang boven knop	0101000020806C040085EB51B84A5EFC40B81E85EBF6FA1F41	01010000204071000085EB51B84A5EFC40B81E85EBF6FA1F41	 	 	 	0101000020D410000084B8C428034113408CB4FD38F4594A40	0101000020E6100000FFE457FFA740134078D7B6C5D1594A40
107186	97	2406	97-2406	1912	Noord-Scharwoude III	G. K. Stang boven knop	0101000020806C0400CDCCCCCC0C57FC40E17A14AECDFC1F41	010100002040710000CDCCCCCC0C57FC40E17A14AECDFC1F41	 	 	 	0101000020D410000077ECDA1B3E3F1340DF3A879C165A4A40	0101000020E6100000D7AE1B04E33E134019D73F28F4594A40
107187	97	499	97-499	1910	Noord-Schermer	H. K. Pijler	0101000020806C04009A9999994973FC401F85EB51885D1F41	0101000020407100009A9999994973FC401F85EB51885D1F41	*	 	^	0101000020D41000000A5B3A164D471340EBFE35A45D4E4A40	0101000020E61000004735BA8CF146134089D4E9893B4E4A40
107188	98	500	98-500	1910	Noord-Schouwen I	Vuurtoren. Stang onder windvaan	0101000020806C04003D0AD7A39802E6400AD7A370C6861941	0101000020407100003D0AD7A39802E6400AD7A370C6861941	 	 	^	0101000020D410000000F77692BE5D0E40D041621916DF4940	0101000020E6100000745EA728535D0E404401716DF7DE4940
107189	98	2407	98-2407	1910	Noord-Schouwen II	Vuurtoren. Stang boven bol	0101000020806C0400D7A3703D2A99E540F6285C8FC4871941	010100002040710000D7A3703D2A99E540F6285C8FC4871941	 	 	^	0101000020D41000006F27C766B2440E4047B5E55923DF4940	0101000020E6100000E4C587EC47440E403D00E8AD04DF4940
107190	98	3644	98-3644	1918	Noord-Schouwen III	Vuurtoren. Stang boven knop	0101000020806C0400A4703D0AB779E5408FC2F5289F861941	010100002040710000A4703D0AB779E5408FC2F5289F861941	*	 	 	0101000020D410000019E9071F493D0E406541AC1D0CDF4940	0101000020E6100000FDF0AEEADE3C0E406F547B72EDDE4940
107191	98	3645	98-3645	1918	Noord-Schouwen IV	Kustlicht. Stang boven kleine cylinder	0101000020806C0400CDCCCCCCBC30E5408FC2F5285E871941	010100002040710000CDCCCCCCBC30E5408FC2F5285E871941	*	 	 	0101000020D41000004FC15319F22B0E40ECC3135E16DF4940	0101000020E610000028DADC8A882B0E405744D2B2F7DE4940
107192	98	501	98-501	1926	Noordsvaarder	Kaap. As	0101000020806C0400E17A14AE95F10041333333B3643A2241	010100002040710000E17A14AE95F10041333333B3643A2241	 	 	 	0101000020D41000002DD4BB6AC69314405367EC3375AE4A40	0101000020E610000012E3E8255F931440C5F1493150AE4A40
107193	98	2408	98-2408	1926	Noord-Terschelling	Badhuis. Stang	0101000020806C040085EB51B83AD8014148E17A947B5A2241	01010000204071000085EB51B83AD8014148E17A947B5A2241	 	 	 	0101000020D41000005D79E8473205154044F4F25534B34A40	0101000020E61000002EC692A9C6041540FA92442D0FB34A40
107194	98	2409	98-2409	1910	Noordwelle	H. K. Stang onder kruis	0101000020806C0400333333336BE0E540713D0AD7FA5D1941	010100002040710000333333336BE0E540713D0AD7FA5D1941	 	 	 	0101000020D4100000FD9D20D555570E40E76C177D13DC4940	0101000020E61000003460B68CEA560E40D34556E8F4DB4940
107195	98	502	98-502	1912	Noordwolde (Fr.) I	H. K. Stang boven knop	0101000020806C0400E17A14AE81290941295C8F423BA62041	010100002040710000E17A14AE81290941295C8F423BA62041	*	 	 	0101000020D41000000DA002960A971840A63679BCAB724A40	0101000020E6100000E833D2647B96184013BEE47C88724A40
107196	98	2410	98-2410	1923	Noordwolde (Fr.) II	Postkantoor. Stang	0101000020806C0400CDCCCCCC1E1C09419A99991910A22041	010100002040710000CDCCCCCC1E1C09419A99991910A22041	 	 	 	0101000020D41000006792D528709018400218DEED0F724A40	0101000020E6100000ADDB0438E18F1840EDC1FDB2EC714A40
107197	98	2411	98-2411	1920	Noordwolde (Gr.)	H. K. Stang	0101000020806C04005C8FC2F5D0B20C415C8FC2751CF12141	0101000020407100005C8FC2F5D0B20C415C8FC2751CF12141	*	 	 	0101000020D4100000E783B581945A1A4099E67781EEA24A40	0101000020E61000004466FBFAF3591A4099B621CEC9A24A40
107198	98	503	98-503	1910	Noordwijk I	H. K. Stang boven knop	0101000020806C040085EB51B8EE2BF6401F85EB51F5D11C41	01010000204071000085EB51B8EE2BF6401F85EB51F5D11C41	*	 	^	0101000020D410000007E83668A9CA1140D46E9746151E4A40	0101000020E6100000F92F1BAB5BCA11403776A3A6F41D4A40
107199	98	3646	98-3646	1915	Noordwijk I	H. K. Stang boven bol	0101000020806C040085EB51B8EE2BF64033333333F5D11C41	01010000204071000085EB51B8EE2BF64033333333F5D11C41	*	 	^	0101000020D41000007EAF9868A9CA1140C1645444151E4A40	0101000020E6100000A4EB7CAB5BCA1140837D60A4F41D4A40
107200	98	3647	98-3647	1927	Noordwijk I	H. K. Stang boven bol	0101000020806C040033333333EF2BF6405C8FC2F5F4D11C41	01010000204071000033333333EF2BF6405C8FC2F5F4D11C41	*	 	 	0101000020D4100000A521D586A9CA1140B3D1D53F151E4A40	0101000020E6100000BF29B8C95BCA1140570CE29FF41D4A40
107201	98	2412	98-2412	1915	Noordwijk II	Dakruiter. R. C. K. Stang boven bovensten knop	0101000020806C0400EC51B81EB522F640713D0AD7D8D11C41	010100002040710000EC51B81EB522F640713D0AD7D8D11C41	*	 	 	0101000020D4100000FC6BD35773C811408D4E639D121E4A40	0101000020E6100000A27D07B025C8114076BD8FFDF11D4A40
107202	98	3648	98-3648	1927	Noordwijk II	R. C. K. Hoofdtoren. Stang	0101000020806C0400AE47E17A0424F640B81E85EB52D11C41	010100002040710000AE47E17A0424F640B81E85EB52D11C41	*	 	 	0101000020D4100000A8952072C5C81140EFC7A9D5081E4A40	0101000020E610000053D918C777C811408A9B1F36E81D4A40
107203	98	2413	98-2413	1915	Noordwijk-aan-Zee I	H. K. Stang boven bol	0101000020806C0400EC51B81EDDE2F54014AE47E14CE21C41	010100002040710000EC51B81EDDE2F54014AE47E14CE21C41	*	 	 	0101000020D4100000D62450FEEDB8114074F620CD441F4A40	0101000020E6100000EB3BB2F0A0B8114026A57124241F4A40
107204	98	2414	98-2414	1910	Noordwijk-aan-Zee II	Koepel in duin. Stang	0101000020806C0400666666669ED8F540AE47E17A78CD1C41	010100002040710000666666669ED8F540AE47E17A78CD1C41	 	 	 	0101000020D4100000E10F4F81BCB611402F09418CBB1D4A40	0101000020E6100000AB764F836FB6114015986AEF9A1D4A40
107205	98	2415	98-2415	1911	Noordwijkerhout I	H. K. Stang boven knop	0101000020806C0400713D0AD713F0F640AE47E17AE4021D41	010100002040710000713D0AD713F0F640AE47E17AE4021D41	*	 	 	0101000020D410000028307DA920F91140B96B8F53BB214A40	0101000020E610000086718D38D1F81140D98E9B969A214A40
107206	98	2416	98-2416	1911	Noordwijkerhout II	R. C. K. Stang boven knop	0101000020806C04003D0AD7A39CDFF640F6285C8FCFEE1C41	0101000020407100003D0AD7A39CDFF640F6285C8FCFEE1C41	*	 	 	0101000020D41000009E6F9A226AF5114052049DD83F204A40	0101000020E6100000368353D01AF511406F0820271F204A40
107207	98	3649	98-3649	1915	Noordwijkerhout III	St.-Bavo-gesticht. Groote koepel. Stang boven knop	0101000020806C040085EB51B8BAEAF640EC51B81E9F081D41	01010000204071000085EB51B8BAEAF640EC51B81E9F081D41	*	 	 	0101000020D4100000A45F15ADC6F71140F054A40027224A40	0101000020E61000009ABFAE4A77F71140186C7C4006224A40
107208	98	2417	98-2417	1915	Nootdorp I	H. K. Stang boven knop	0101000020806C0400333333333F37F5403D0AD7A377861B41	010100002040710000333333333F37F5403D0AD7A377861B41	*	 	 	0101000020D41000007ED6D2B85394114073DBE99A9D054A40	0101000020E61000000FA6B5AE0794114075CE0AB87D054A40
107209	98	2418	98-2418	1915	Nootdorp II	R. C. K. Stang onder kruis	0101000020806C0400F6285C8F022EF540AE47E17A42931B41	010100002040710000F6285C8F022EF540AE47E17A42931B41	*	 	 	0101000020D4100000A0876420F49111404026C3228E064A40	0101000020E6100000970D8630A8911140153ABA386E064A40
107210	98	504	98-504	1905	Nordhorn (D.)	Kerktoren. Stang	0101000020806C04008FC2F528A7731041F6285C8FE2421E41	0101000020407100008FC2F528A7731041F6285C8FE2421E41	 	 	 	0101000020D410000055F390DC3A4A1C408886FFC231384A40	0101000020E61000004A23A2A187491C4014F31F4610384A40
107211	98	505	98-505	1920	Norg	H. K. Stang onder knop	0101000020806C04007B14AE477FB50B415C8FC2F56F3D2141	0101000020407100007B14AE477FB50B415C8FC2F56F3D2141	*	 	 	0101000020D4100000D4382976E5D81940960277CFA0884A40	0101000020E610000036B99FF149D8194042776BE67C884A40
107212	98	2419	98-2419	1923	Nuis	H. K. Stang	0101000020806C0400333333338F650A415C8FC2F526862141	010100002040710000333333338F650A415C8FC2F526862141	 	 	 	0101000020D4100000BD2692F7793619408FB8940F81934A40	0101000020E61000006B3490B5E4351940B7FE07D35C934A40
107213	98	506	98-506	1904	Nuland	R. C. K. Stang boven knop	0101000020806C0400A4703D0A374E0341A4703D0AB2601941	010100002040710000A4703D0A374E0341A4703D0AB2601941	*	 	 	0101000020D4100000229B7730A7BB1540B0670027AADD4940	0101000020E61000007CE842ED32BB15404F3A7B658BDD4940
107214	98	2420	98-2420	1904	Nulandsvinkel	R. C. K. Stang	0101000020806C04003D0AD7A30A900341713D0AD743341941	0101000020407100003D0AD7A30A900341713D0AD743341941	 	 	 	0101000020D410000084E96E24D6DA15407C72750364DA4940	0101000020E610000022C7A7B160DA154098D1B95A45DA4940
107215	98	142	98-142	1895	Numansdorp	H. K. Stang onder knop	0101000020806C04002FDD2406B1DAF540E17A14AE0B621941	0101000020407100002FDD2406B1DAF540E17A14AE0B621941	*	 	^	0101000020D4100000B3013AAA31C21140C810883D46DD4940	0101000020E610000095185F58E3C111406F4D5C8F27DD4940
107216	99	3650	99-3650	1908	Numansdorp	H. K. Stang	0101000020806C040037894160B1DAF540E17A14AE0B621941	01010000204071000037894160B1DAF540E17A14AE0B621941	*	 	 	0101000020D410000047CF98BF31C2114030998D3D46DD4940	0101000020E6100000401ABD6DE3C111403AD5618F27DD4940
107217	99	2421	99-2421	1903	Nunen	R. C. K. Stang boven knop	0101000020806C0400C3F5285CEF4C04418FC2F528B4A11741	010100002040710000C3F5285CEF4C04418FC2F528B4A11741	 	 	 	0101000020D4100000A3DC68C88A33164034A1E0C6BBBC4940	0101000020E6100000E64D28D7113316402A3DC4009EBC4940
107218	99	2422	99-2422	1901	Nunhem	R. C. K. Stang	0101000020806C04001F85EB516CD807417B14AE47A0141641	0101000020407100001F85EB516CD807417B14AE47A0141641	 	 	 	0101000020D41000005AB1385CA1DC174084FDAA65529F4940	0101000020E6100000680AF18B18DC1740FFBED17D359F4940
107219	99	507	99-507	1906	Nunspeet I	H. K. Stang onder kruis	0101000020806C04007B14AE47A53B064114AE47E1EEC31D41	0101000020407100007B14AE47A53B064114AE47E1EEC31D41	*	 	 	0101000020D4100000C5D6734C0525174013CDC8324B304A40	0101000020E6100000EE0F4DF48324174034C271F329304A40
107220	99	2423	99-2423	1906	Nunspeet II	G. K. Stang	0101000020806C0400D7A3703D0E3606417B14AE47BAC11D41	010100002040710000D7A3703D0E3606417B14AE47BAC11D41	 	 	 	0101000020D4100000D642BD9B51221740BB3BF5E921304A40	0101000020E6100000A212915DD02117402B76E0AB00304A40
107221	99	2424	99-2424	1906	Nunspeet III	Sanatorium. Stang	0101000020806C0400A4703D0A6F420641AE47E17A7AB91D41	010100002040710000A4703D0A6F420641AE47E17A7AB91D41	 	 	 	0101000020D41000004F7A3F5A3B2817400EB4E1C5852F4A40	0101000020E6100000337006E2B92717407DA1718C642F4A40
107222	99	2425	99-2425	1903	Nuth	R. C. K. Stang boven knop	0101000020806C040014AE47E1B42F0741713D0AD728DF1341	01010000204071000014AE47E1B42F0741713D0AD728DF1341	 	 	^	0101000020D4100000D60D4E99D6891740F486CFB2B9754940	0101000020E610000060A118AC508917400027380A9E754940
107223	99	508	99-508	1906	Nijbroek	H. K. Stang onder bol	0101000020806C040085EB51B852890841E17A14AE32331D41	01010000204071000085EB51B852890841E17A14AE32331D41	*	 	 	0101000020D4100000586670F1823F18408CADACCC79254A40	0101000020E61000004EB6D9DFF63E18403B65CADE58254A40
107224	99	2426	99-2426	1923	Nijega (Hemelumer-Oldephaert c.a.)	H. K. Stang	0101000020806C0400D7A3703D56270441713D0AD724BB2041	010100002040710000D7A3703D56270441713D0AD724BB2041	 	 	 	0101000020D4100000C58D10EFB82616405EE3B6330C764A40	0101000020E610000062A8BCAD41261640FCD050DEE8754A40
107225	99	509	99-509	1924	Nijega (Smallingerland)	H. K. Stang	0101000020806C0400D7A3703DB41F084114AE47E1F47B2141	010100002040710000D7A3703DB41F084114AE47E1F47B2141	*	 	 	0101000020D4100000BABB813948191840CDF107D73B924A40	0101000020E6100000D7F6D6F3BD181840FBCE2FA517924A40
107226	99	2427	99-2427	1923	Nijehaske	H. K. Stang	0101000020806C040014AE47E1F23B07415C8FC2754EE22041	01010000204071000014AE47E1F23B07415C8FC2754EE22041	 	 	 	0101000020D410000047E5DFC58BA71740853E98A1AD7B4A40	0101000020E610000075BC82CA05A71740A6E6DC1D8A7B4A40
107227	99	2428	99-2428	1914	Nijemirdum I	Alleenstaande toren. Stang	0101000020806C04008FC2F52802670441713D0A574F822041	0101000020407100008FC2F52802670441713D0A574F822041	*	 	 	0101000020D4100000083684CA7845164071CAEE67AC6D4A40	0101000020E61000009E2C8B4D0045164094FFA352896D4A40
107228	99	2429	99-2429	1923	Nijemirdum II	H. K. Stang	0101000020806C0400AE47E17A586304417B14AE474F812041	010100002040710000AE47E17A586304417B14AE474F812041	 	 	 	0101000020D4100000E5C67554AF4316406ABF50C9866D4A40	0101000020E6100000A1CBBFE8364316408F9E2BB5636D4A40
107229	99	2430	99-2430	1906	Nijenhuis	Kasteel. Stang boven bol	0101000020806C0400CDCCCCCC16C80941713D0AD78B0D1E41	010100002040710000CDCCCCCC16C80941713D0AD78B0D1E41	 	 	 	0101000020D41000009FA8160804DB1840F01416646E354A40	0101000020E61000001C686F1E72DA1840DC350CFB4C354A40
107230	99	2431	99-2431	1911	Nijeveen	H. K. Stang boven knop	0101000020806C04003D0AD7A3AA6F0941EC51B89ED41B2041	0101000020407100003D0AD7A3AA6F0941EC51B89ED41B2041	*	 	 	0101000020D41000006C91DF8B41B61840A31257B9435E4A40	0101000020E6100000BA46501DB1B5184009D89016215E4A40
107231	99	2432	99-2432	1923	Nijholtpa	H. K. Stang	0101000020806C04003D0AD7A3509B0841D7A370BDC8B32041	0101000020407100003D0AD7A3509B0841D7A370BDC8B32041	 	 	 	0101000020D4100000A248629B0D521840A8A2A110B8744A40	0101000020E6100000C8E4301081511840B66690C194744A40
107232	99	2433	99-2433	1914	Nijhuizum	H. K. Stang	0101000020806C0400D7A3703D76B803413333333377ED2041	010100002040710000D7A3703D76B803413333333377ED2041	 	 	 	0101000020D4100000A9DD21DAD3F01540FC618AE6767D4A40	0101000020E61000007C181AB75EF01540B3ABA358537D4A40
107233	99	510	99-510	1906	Nijkerk I	H. K. Stang onder kruis	0101000020806C0400EC51B81E51B803410000000030B81C41	010100002040710000EC51B81E51B803410000000030B81C41	*	 	 	0101000020D410000032455DAE0EEF1540D52333B2A81C4A40	0101000020E61000007DC5BCEE98EE154057A3740C881C4A40
